Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Summary,Reviews,Plays,Playing,Backlogs,Wishlist,Rank,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
dmc devil may cry,2013-01-15,ninja theory capcom,3.0,432.0,432.0,adventure brawler,dmc devil may cry is the fifth game in the hackandslash thirdperson action series and the first not largely developed by capcom. this title is a reimagining of the series with the same protagonist dante but set in an alternate universe. the dante in this game is very different from before doing away with the trademark white hair and altering the main character as well as the games tone with a much more western influence. the gameplay is still largely identical as dante engages many opponents with a fast fighting style stringing together combos and hits in quick succession.,"dmc devil may cry é um jogo bem sólido com uma das melhores gameplays da série e as melhores e mais divertidas seções de plataforma. a gameplay é muito boa com muitos combos fluidos e variedade da armas  como parte fundamental dessa estrutura a troca rápida de armas durante um combo. porém mesmo sendo um game muito gostoso de jogar  os inimigos não acompanham essa fluidez toda e acabam sendo na esmagadora maioria do jogo apenas sacos de pancadas de combos o que abaixa e muito a dificuldade do game o que pode desagradar alguns  incluindo eu. no geral embora conte com um ou outro inimigo interessante no geral os inimigos não tem metade do carisma da série principal o que tbm se reflete um pouco nos poucos chefes do game na qual  dois em especial são bem criativos e legais  porém os outros não tem o mesmo tempero que a série clássica. quanto a história aoesar de um reboot dá pra perceber o cuidado de contar uma história de início mais consistente e uniforme diferente da série principal que é uma bagunça tremenda na questão do enredo e cronologia. a história do jogo funciona passando um ar demoníaco mais sujo e pé no chão do que o padrão anime da série original o que nesse jogo caiu muito bem. porém acredito que o maior responsável pelo rage que esse jogo sofreu seja seu protagonista dante que não tem 20% do carisma do protagonista original e somada a péssima estratégia de marketing usada na promoção desse jogo na época apenas reforçaram a aversão ao personagem o que infelizmente se refletiu na repercussão do game. porém infelizmente fico curioso pra saber quais seriam os rumos da história a partir desse game os quais eram promissores.\n                     \n                     no geral se você gosta do gênero hack n slash e deseja uma experiência extremamente gostosa de jogar você vai gostar de dmc devil may cry. skip story cutscenes and the combat is fun albeit simpler than earlier entries melhor dmc ""played before 2023\n                     \n                     good music fun to kill demons. that somes up all the positives. i hate dantes new design i hate the teleported into demon world because it makes every level feel exactly the same and the platforming wasnt that interesting. this was the first dmc game i played and probably why ive never really gotten into the series."" install an ""el donte spanish sombrero dante"" mod for this shit and play it with a friend the gameplay and music will go genuinely hard while the story will provide you tons of laughs with how utterly mediocre it is. bu dante bi başka",6300.0,62.0,1200.0,448.0,4431,X360,2013.0,Action,Capcom,0.26,0.13,0.01,0.04,0.44
dmc devil may cry,2013-01-15,ninja theory capcom,3.0,432.0,432.0,adventure brawler,dmc devil may cry is the fifth game in the hackandslash thirdperson action series and the first not largely developed by capcom. this title is a reimagining of the series with the same protagonist dante but set in an alternate universe. the dante in this game is very different from before doing away with the trademark white hair and altering the main character as well as the games tone with a much more western influence. the gameplay is still largely identical as dante engages many opponents with a fast fighting style stringing together combos and hits in quick succession.,"dmc devil may cry é um jogo bem sólido com uma das melhores gameplays da série e as melhores e mais divertidas seções de plataforma. a gameplay é muito boa com muitos combos fluidos e variedade da armas  como parte fundamental dessa estrutura a troca rápida de armas durante um combo. porém mesmo sendo um game muito gostoso de jogar  os inimigos não acompanham essa fluidez toda e acabam sendo na esmagadora maioria do jogo apenas sacos de pancadas de combos o que abaixa e muito a dificuldade do game o que pode desagradar alguns  incluindo eu. no geral embora conte com um ou outro inimigo interessante no geral os inimigos não tem metade do carisma da série principal o que tbm se reflete um pouco nos poucos chefes do game na qual  dois em especial são bem criativos e legais  porém os outros não tem o mesmo tempero que a série clássica. quanto a história aoesar de um reboot dá pra perceber o cuidado de contar uma história de início mais consistente e uniforme diferente da série principal que é uma bagunça tremenda na questão do enredo e cronologia. a história do jogo funciona passando um ar demoníaco mais sujo e pé no chão do que o padrão anime da série original o que nesse jogo caiu muito bem. porém acredito que o maior responsável pelo rage que esse jogo sofreu seja seu protagonista dante que não tem 20% do carisma do protagonista original e somada a péssima estratégia de marketing usada na promoção desse jogo na época apenas reforçaram a aversão ao personagem o que infelizmente se refletiu na repercussão do game. porém infelizmente fico curioso pra saber quais seriam os rumos da história a partir desse game os quais eram promissores.\n                     \n                     no geral se você gosta do gênero hack n slash e deseja uma experiência extremamente gostosa de jogar você vai gostar de dmc devil may cry. skip story cutscenes and the combat is fun albeit simpler than earlier entries melhor dmc ""played before 2023\n                     \n                     good music fun to kill demons. that somes up all the positives. i hate dantes new design i hate the teleported into demon world because it makes every level feel exactly the same and the platforming wasnt that interesting. this was the first dmc game i played and probably why ive never really gotten into the series."" install an ""el donte spanish sombrero dante"" mod for this shit and play it with a friend the gameplay and music will go genuinely hard while the story will provide you tons of laughs with how utterly mediocre it is. bu dante bi başka",6300.0,62.0,1200.0,448.0,5874,PS4,2015.0,Action,Capcom,0.12,0.13,0.0,0.05,0.3
dmc devil may cry,2013-01-15,ninja theory capcom,3.0,432.0,432.0,adventure brawler,dmc devil may cry is the fifth game in the hackandslash thirdperson action series and the first not largely developed by capcom. this title is a reimagining of the series with the same protagonist dante but set in an alternate universe. the dante in this game is very different from before doing away with the trademark white hair and altering the main character as well as the games tone with a much more western influence. the gameplay is still largely identical as dante engages many opponents with a fast fighting style stringing together combos and hits in quick succession.,"dmc devil may cry é um jogo bem sólido com uma das melhores gameplays da série e as melhores e mais divertidas seções de plataforma. a gameplay é muito boa com muitos combos fluidos e variedade da armas  como parte fundamental dessa estrutura a troca rápida de armas durante um combo. porém mesmo sendo um game muito gostoso de jogar  os inimigos não acompanham essa fluidez toda e acabam sendo na esmagadora maioria do jogo apenas sacos de pancadas de combos o que abaixa e muito a dificuldade do game o que pode desagradar alguns  incluindo eu. no geral embora conte com um ou outro inimigo interessante no geral os inimigos não tem metade do carisma da série principal o que tbm se reflete um pouco nos poucos chefes do game na qual  dois em especial são bem criativos e legais  porém os outros não tem o mesmo tempero que a série clássica. quanto a história aoesar de um reboot dá pra perceber o cuidado de contar uma história de início mais consistente e uniforme diferente da série principal que é uma bagunça tremenda na questão do enredo e cronologia. a história do jogo funciona passando um ar demoníaco mais sujo e pé no chão do que o padrão anime da série original o que nesse jogo caiu muito bem. porém acredito que o maior responsável pelo rage que esse jogo sofreu seja seu protagonista dante que não tem 20% do carisma do protagonista original e somada a péssima estratégia de marketing usada na promoção desse jogo na época apenas reforçaram a aversão ao personagem o que infelizmente se refletiu na repercussão do game. porém infelizmente fico curioso pra saber quais seriam os rumos da história a partir desse game os quais eram promissores.\n                     \n                     no geral se você gosta do gênero hack n slash e deseja uma experiência extremamente gostosa de jogar você vai gostar de dmc devil may cry. skip story cutscenes and the combat is fun albeit simpler than earlier entries melhor dmc ""played before 2023\n                     \n                     good music fun to kill demons. that somes up all the positives. i hate dantes new design i hate the teleported into demon world because it makes every level feel exactly the same and the platforming wasnt that interesting. this was the first dmc game i played and probably why ive never really gotten into the series."" install an ""el donte spanish sombrero dante"" mod for this shit and play it with a friend the gameplay and music will go genuinely hard while the story will provide you tons of laughs with how utterly mediocre it is. bu dante bi başka",6300.0,62.0,1200.0,448.0,9373,XOne,2015.0,Action,Capcom,0.08,0.04,0.0,0.01,0.13
dragon age origins,2009-11-03,electronic arts bioware,4.0,712.0,712.0,rpg,dragon age origins is a thirdperson roleplaying game described as a spiritual successor to baldurs gate and neverwinter nights franchises. players create their own character by customizing gender and appearance as well as choosing a race and class. combat is in real time with the ability to pause at any moment tactical options include an editor which allows the player to give the ai detailed instructions on how to behave in every possible situation. although the main storyline is the same for every character created the game features six unique prologues two for each race. dragon age origins received critical acclaim upon release with praise mostly directed at its story setting characters music and combat system.,"console camera suits the game more. change my mind. provavelmente meu rpg favorito de todos os tempos e arriscaria dizer que é um dos melhores da história. dispenso analises mais profundas so jogue on my millionth playthrough as we speak puta q pariu q jogo fenomenal ""what the blight doesn\t destroy politics surely will.""\n                     \n                     i might be in the minority who doesn\t consider the combat style in dao to be primitive. the learning curve is a little steep and i\d probably recommend playing on one of the easier difficulties if it\s your first time playing something like this but i think it\s worth it for all the fun risk/reward it provides.\n                     \n                     i will say some of the quests run on a bit long and i can think of at least one quest i\d remove entirely\n                     \n                      cough\n                     \n                     the tower fade quest\n                     \n                      cough\n                     \n                     . most of them are very great with a lot of intriguing moral and political choices to navigate. the cast is great and they all bounce off each other incredibly well. it\s always a treat seeing how each will react to different choices on new playthroughs.\n                     \n                     if there\s one thing that really does suck about the game is the lack of support this game gets from ea. i definitely think it needs a remaster way more than mass effect ever did. i\d also argue that while most of the key characters looked good at launch most of the npcs looked pretty rough the sheer amount of mods i have running on this game to make it look good on modern monitors would make most players heads spin. don\t get me wrong it\s not like jade empire where it\s totally unplayable without fixes but it\s not exactly the best impression if you just play vanilla. we\ll probably get a remaster someday. i just hope they don\t sand all the edges down in the process though.\n                     \n                     anyways dao is an amazing game i\ve played way too many times and i can\t wait to play many more times. realistically its like a 4 or a 4.5 because the gameplay and combat feels really outdated and some quest areas are unnecessarily long but the companions villains and quest are all peak so idgaf",6100.0,148.0,1700.0,534.0,600,X360,2009.0,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57
dragon age origins,2009-11-03,electronic arts bioware,4.0,712.0,712.0,rpg,dragon age origins is a thirdperson roleplaying game described as a spiritual successor to baldurs gate and neverwinter nights franchises. players create their own character by customizing gender and appearance as well as choosing a race and class. combat is in real time with the ability to pause at any moment tactical options include an editor which allows the player to give the ai detailed instructions on how to behave in every possible situation. although the main storyline is the same for every character created the game features six unique prologues two for each race. dragon age origins received critical acclaim upon release with praise mostly directed at its story setting characters music and combat system.,"console camera suits the game more. change my mind. provavelmente meu rpg favorito de todos os tempos e arriscaria dizer que é um dos melhores da história. dispenso analises mais profundas so jogue on my millionth playthrough as we speak puta q pariu q jogo fenomenal ""what the blight doesn\t destroy politics surely will.""\n                     \n                     i might be in the minority who doesn\t consider the combat style in dao to be primitive. the learning curve is a little steep and i\d probably recommend playing on one of the easier difficulties if it\s your first time playing something like this but i think it\s worth it for all the fun risk/reward it provides.\n                     \n                     i will say some of the quests run on a bit long and i can think of at least one quest i\d remove entirely\n                     \n                      cough\n                     \n                     the tower fade quest\n                     \n                      cough\n                     \n                     . most of them are very great with a lot of intriguing moral and political choices to navigate. the cast is great and they all bounce off each other incredibly well. it\s always a treat seeing how each will react to different choices on new playthroughs.\n                     \n                     if there\s one thing that really does suck about the game is the lack of support this game gets from ea. i definitely think it needs a remaster way more than mass effect ever did. i\d also argue that while most of the key characters looked good at launch most of the npcs looked pretty rough the sheer amount of mods i have running on this game to make it look good on modern monitors would make most players heads spin. don\t get me wrong it\s not like jade empire where it\s totally unplayable without fixes but it\s not exactly the best impression if you just play vanilla. we\ll probably get a remaster someday. i just hope they don\t sand all the edges down in the process though.\n                     \n                     anyways dao is an amazing game i\ve played way too many times and i can\t wait to play many more times. realistically its like a 4 or a 4.5 because the gameplay and combat feels really outdated and some quest areas are unnecessarily long but the companions villains and quest are all peak so idgaf",6100.0,148.0,1700.0,534.0,1064,PS3,2009.0,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.69
dragon age origins,2009-11-03,electronic arts bioware,4.0,712.0,712.0,rpg,dragon age origins is a thirdperson roleplaying game described as a spiritual successor to baldurs gate and neverwinter nights franchises. players create their own character by customizing gender and appearance as well as choosing a race and class. combat is in real time with the ability to pause at any moment tactical options include an editor which allows the player to give the ai detailed instructions on how to behave in every possible situation. although the main storyline is the same for every character created the game features six unique prologues two for each race. dragon age origins received critical acclaim upon release with praise mostly directed at its story setting characters music and combat system.,"console camera suits the game more. change my mind. provavelmente meu rpg favorito de todos os tempos e arriscaria dizer que é um dos melhores da história. dispenso analises mais profundas so jogue on my millionth playthrough as we speak puta q pariu q jogo fenomenal ""what the blight doesn\t destroy politics surely will.""\n                     \n                     i might be in the minority who doesn\t consider the combat style in dao to be primitive. the learning curve is a little steep and i\d probably recommend playing on one of the easier difficulties if it\s your first time playing something like this but i think it\s worth it for all the fun risk/reward it provides.\n                     \n                     i will say some of the quests run on a bit long and i can think of at least one quest i\d remove entirely\n                     \n                      cough\n                     \n                     the tower fade quest\n                     \n                      cough\n                     \n                     . most of them are very great with a lot of intriguing moral and political choices to navigate. the cast is great and they all bounce off each other incredibly well. it\s always a treat seeing how each will react to different choices on new playthroughs.\n                     \n                     if there\s one thing that really does suck about the game is the lack of support this game gets from ea. i definitely think it needs a remaster way more than mass effect ever did. i\d also argue that while most of the key characters looked good at launch most of the npcs looked pretty rough the sheer amount of mods i have running on this game to make it look good on modern monitors would make most players heads spin. don\t get me wrong it\s not like jade empire where it\s totally unplayable without fixes but it\s not exactly the best impression if you just play vanilla. we\ll probably get a remaster someday. i just hope they don\t sand all the edges down in the process though.\n                     \n                     anyways dao is an amazing game i\ve played way too many times and i can\t wait to play many more times. realistically its like a 4 or a 4.5 because the gameplay and combat feels really outdated and some quest areas are unnecessarily long but the companions villains and quest are all peak so idgaf",6100.0,148.0,1700.0,534.0,3880,PC,2009.0,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.06,0.51
vagrant story,2000-02-10,square archive square product development division 4,4.0,503.0,503.0,adventure rpg,adventure into a world of unparalleled depth and danger with squaresofts vagrant story. in this sweeping dungeoncrawling epic you play as ashley riot a young assassin and spy for the organization known as riskbreakers. your goal is to unravel a deep and twisted plot and come to terms with the recent death of your wife and child. if this sounds a bit too cerebral never fear. your path to recapturing your sense of humanity hinges on the destruction of countless vicious monsters and the exploration of dark and dangerous dungeons. vagrant story is awash in gorgeous scenery and features designs from yasumi matsuno and akihiko yoshida the acclaimed artists and creators behind final fantasy tactics.,"the first yasumi matsuno game i played. great game. a wonderfully told story with easily the best graphics on the platform. this alone warrants a perfect score. ""pretty game decent story but fuck me its a chore dealing with the menus of this game super slow average combat meh at best."" every second of this game is so cool. the presentation and mechanics are extremely unique.\n                     \n                     ""i am the reinforcements."" to my mind the most beautiful ps1 game and a triumph in character and environment design. even now when you go back watching the cinematics from this game makes it feel so stylish and modern. just a phenomenal job from an art perspective. i also like playing it i just have less to say about that. squaresoft was absolutely dominating the rpg genre at the turn of the millennium; final fantasy chrono cross and legend of mana are just a few examples of the types of games which were experiencing their heyday in the late 5th generation. they dabbled in the action rpg subgenre before but with the release of vagrant story in 2000 the ""action"" aspect was amplified and the rpg aspect was significantly toned down. players expecting a similar experience to previously mentioned games would be in for a big surprise as this title lacked all the tropes you would expect in a typical rpg; no levels no parties no item shops no grinding. vagrant story\s main appeal at the time and currently is its diversion from the norm of what rpgs were expected to be. it\s no doubt that vs offers quite the unique experience; whether that\s a good thing or not though is up for debate.",1000.0,59.0,1600.0,889.0,2404,PS,2000.0,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87
lego marvel super heroes,2013-09-30,"wb games ""travellers tales""",3.6,522.0,522.0,adventure brawler puzzle,in lego marvel super heroes players will unlock more than 100 characters from across the marvel universe including fan favorites like spiderman iron man wolverine captain america the hulk thor black widow hawkeye deadpool loki and galactus! the game will pack in a plethora of supercool character abilities combatlike action sequences epic battle scenes puzzlesolving and a unique story told with playful lego humor.,after playing a lot of other lego games this one just felt like another one of those. nothing special nothing memorable. we quit about 1/3 of the way into the game because we got bored. there are far better lego games than this one.\n                     \n\n\n                      disclaimer these are my brief thoughts based on my memory of playing this 8 years ago i think i remember the game being ok... so 2 and a half stars it is i guess. i think this game got me to stop playing lego games. awesome open world lego game. infância com a marvel i don’t really remember much other then deadpool did silly deadpool things,6000.0,65.0,592.0,126.0,692,X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0.0,0.21,2.3
lego marvel super heroes,2013-09-30,"wb games ""travellers tales""",3.6,522.0,522.0,adventure brawler puzzle,in lego marvel super heroes players will unlock more than 100 characters from across the marvel universe including fan favorites like spiderman iron man wolverine captain america the hulk thor black widow hawkeye deadpool loki and galactus! the game will pack in a plethora of supercool character abilities combatlike action sequences epic battle scenes puzzlesolving and a unique story told with playful lego humor.,after playing a lot of other lego games this one just felt like another one of those. nothing special nothing memorable. we quit about 1/3 of the way into the game because we got bored. there are far better lego games than this one.\n                     \n\n\n                      disclaimer these are my brief thoughts based on my memory of playing this 8 years ago i think i remember the game being ok... so 2 and a half stars it is i guess. i think this game got me to stop playing lego games. awesome open world lego game. infância com a marvel i don’t really remember much other then deadpool did silly deadpool things,6000.0,65.0,592.0,126.0,848,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,0.77,0.85,0.01,0.37,2.0
lego marvel super heroes,2013-09-30,"wb games ""travellers tales""",3.6,522.0,522.0,adventure brawler puzzle,in lego marvel super heroes players will unlock more than 100 characters from across the marvel universe including fan favorites like spiderman iron man wolverine captain america the hulk thor black widow hawkeye deadpool loki and galactus! the game will pack in a plethora of supercool character abilities combatlike action sequences epic battle scenes puzzlesolving and a unique story told with playful lego humor.,after playing a lot of other lego games this one just felt like another one of those. nothing special nothing memorable. we quit about 1/3 of the way into the game because we got bored. there are far better lego games than this one.\n                     \n\n\n                      disclaimer these are my brief thoughts based on my memory of playing this 8 years ago i think i remember the game being ok... so 2 and a half stars it is i guess. i think this game got me to stop playing lego games. awesome open world lego game. infância com a marvel i don’t really remember much other then deadpool did silly deadpool things,6000.0,65.0,592.0,126.0,1195,PS4,2013.0,Action,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56
lego marvel super heroes,2013-09-30,"wb games ""travellers tales""",3.6,522.0,522.0,adventure brawler puzzle,in lego marvel super heroes players will unlock more than 100 characters from across the marvel universe including fan favorites like spiderman iron man wolverine captain america the hulk thor black widow hawkeye deadpool loki and galactus! the game will pack in a plethora of supercool character abilities combatlike action sequences epic battle scenes puzzlesolving and a unique story told with playful lego humor.,after playing a lot of other lego games this one just felt like another one of those. nothing special nothing memorable. we quit about 1/3 of the way into the game because we got bored. there are far better lego games than this one.\n                     \n\n\n                      disclaimer these are my brief thoughts based on my memory of playing this 8 years ago i think i remember the game being ok... so 2 and a half stars it is i guess. i think this game got me to stop playing lego games. awesome open world lego game. infância com a marvel i don’t really remember much other then deadpool did silly deadpool things,6000.0,65.0,592.0,126.0,2009,XOne,2013.0,Action,Warner Bros. Interactive Entertainment,0.61,0.34,0.0,0.09,1.04
lego marvel super heroes,2013-09-30,"wb games ""travellers tales""",3.6,522.0,522.0,adventure brawler puzzle,in lego marvel super heroes players will unlock more than 100 characters from across the marvel universe including fan favorites like spiderman iron man wolverine captain america the hulk thor black widow hawkeye deadpool loki and galactus! the game will pack in a plethora of supercool character abilities combatlike action sequences epic battle scenes puzzlesolving and a unique story told with playful lego humor.,after playing a lot of other lego games this one just felt like another one of those. nothing special nothing memorable. we quit about 1/3 of the way into the game because we got bored. there are far better lego games than this one.\n                     \n\n\n                      disclaimer these are my brief thoughts based on my memory of playing this 8 years ago i think i remember the game being ok... so 2 and a half stars it is i guess. i think this game got me to stop playing lego games. awesome open world lego game. infância com a marvel i don’t really remember much other then deadpool did silly deadpool things,6000.0,65.0,592.0,126.0,2346,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89
lego marvel super heroes,2013-09-30,"wb games ""travellers tales""",3.6,522.0,522.0,adventure brawler puzzle,in lego marvel super heroes players will unlock more than 100 characters from across the marvel universe including fan favorites like spiderman iron man wolverine captain america the hulk thor black widow hawkeye deadpool loki and galactus! the game will pack in a plethora of supercool character abilities combatlike action sequences epic battle scenes puzzlesolving and a unique story told with playful lego humor.,after playing a lot of other lego games this one just felt like another one of those. nothing special nothing memorable. we quit about 1/3 of the way into the game because we got bored. there are far better lego games than this one.\n                     \n\n\n                      disclaimer these are my brief thoughts based on my memory of playing this 8 years ago i think i remember the game being ok... so 2 and a half stars it is i guess. i think this game got me to stop playing lego games. awesome open world lego game. infância com a marvel i don’t really remember much other then deadpool did silly deadpool things,6000.0,65.0,592.0,126.0,2776,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74
lego marvel super heroes,2013-09-30,"wb games ""travellers tales""",3.6,522.0,522.0,adventure brawler puzzle,in lego marvel super heroes players will unlock more than 100 characters from across the marvel universe including fan favorites like spiderman iron man wolverine captain america the hulk thor black widow hawkeye deadpool loki and galactus! the game will pack in a plethora of supercool character abilities combatlike action sequences epic battle scenes puzzlesolving and a unique story told with playful lego humor.,after playing a lot of other lego games this one just felt like another one of those. nothing special nothing memorable. we quit about 1/3 of the way into the game because we got bored. there are far better lego games than this one.\n                     \n\n\n                      disclaimer these are my brief thoughts based on my memory of playing this 8 years ago i think i remember the game being ok... so 2 and a half stars it is i guess. i think this game got me to stop playing lego games. awesome open world lego game. infância com a marvel i don’t really remember much other then deadpool did silly deadpool things,6000.0,65.0,592.0,126.0,3082,PSV,2013.0,Action,Warner Bros. Interactive Entertainment,0.15,0.35,0.0,0.16,0.66
lego marvel super heroes,2013-09-30,"wb games ""travellers tales""",3.6,522.0,522.0,adventure brawler puzzle,in lego marvel super heroes players will unlock more than 100 characters from across the marvel universe including fan favorites like spiderman iron man wolverine captain america the hulk thor black widow hawkeye deadpool loki and galactus! the game will pack in a plethora of supercool character abilities combatlike action sequences epic battle scenes puzzlesolving and a unique story told with playful lego humor.,after playing a lot of other lego games this one just felt like another one of those. nothing special nothing memorable. we quit about 1/3 of the way into the game because we got bored. there are far better lego games than this one.\n                     \n\n\n                      disclaimer these are my brief thoughts based on my memory of playing this 8 years ago i think i remember the game being ok... so 2 and a half stars it is i guess. i think this game got me to stop playing lego games. awesome open world lego game. infância com a marvel i don’t really remember much other then deadpool did silly deadpool things,6000.0,65.0,592.0,126.0,4058,DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.28,0.17,0.0,0.04,0.49
lego marvel super heroes,2013-09-30,"wb games ""travellers tales""",3.6,522.0,522.0,adventure brawler puzzle,in lego marvel super heroes players will unlock more than 100 characters from across the marvel universe including fan favorites like spiderman iron man wolverine captain america the hulk thor black widow hawkeye deadpool loki and galactus! the game will pack in a plethora of supercool character abilities combatlike action sequences epic battle scenes puzzlesolving and a unique story told with playful lego humor.,after playing a lot of other lego games this one just felt like another one of those. nothing special nothing memorable. we quit about 1/3 of the way into the game because we got bored. there are far better lego games than this one.\n                     \n\n\n                      disclaimer these are my brief thoughts based on my memory of playing this 8 years ago i think i remember the game being ok... so 2 and a half stars it is i guess. i think this game got me to stop playing lego games. awesome open world lego game. infância com a marvel i don’t really remember much other then deadpool did silly deadpool things,6000.0,65.0,592.0,126.0,8097,PC,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18
sonic colors,2010-11-11,sega of america sonic team,3.4,609.0,609.0,adventure platform,sonic colors titled sonic colours in european and australian markets is a platforming game in the sonic the hedgehog series developed by sonic team and published by sega in 2010. the game was released worldwide for the wii in november 2010. another version featuring different gameplay was also released on the nintendo ds at the same time.,"recomendado aunque peca de usar mucho el 2d ""in my short review of sonic robo blast 2 i mentioned how i didnt really enjoy sonic that much and how that game was the most fun i had with anything sonic related."" theres some weird levels that arent fast at all but most of the levels are pretty good. i like the aesthetic the graphics and the music slaps as always. its super short tho even for my liking. good game tho. even when the boost trilogy is at its worst its just meh ""i think the writing is actually all right. not very good but it could certainly be a lot worse. as for the game itself it somehow feels both too long and too short at the same time. the wisps are a neat idea and theyre fairly fun in execution. and the music for aquarium park is great. the bosses are kind of aggressively mediocre aside from the last one though."" ""sonic colors is a bit of an odd game. at the time this was the video game that sonic fans desperately needed after critics slammed unleashed and black knight and people seemed to be pretty happy with this one when it came out myself included. however i have realized that i dont really come back to this one as often as i do with other sonic games and i always wondered why that is. the level themes are all very unique the soundtrack is great and the gameplay is the boost formula we all know and love so why is it that this game didnt stick with me the way most other sonic games didnt? i guess while the gameplay is cool most of the level design revolves around controlling sonic in a 2d space and ive always been more of a fan of the 3d setpieces sonic runs around instead of the 2d segments in modern sonic levels. that being said this game is still very solid so i dont think you should sleep on it especially if you like sonic. just sits in a very weird personal purgatory of mine."" eu realmente tentei jogar sonic colors mas as fases ficavam tão repetitivas com controles estranhos que não decidi continuar. faz parte.",5100.0,44.0,690.0,342.0,1021,Wii,2010.0,Platform,Sega,0.96,0.61,0.01,0.16,1.74
sonic colors,2010-11-11,sega of america sonic team,3.4,609.0,609.0,adventure platform,sonic colors titled sonic colours in european and australian markets is a platforming game in the sonic the hedgehog series developed by sonic team and published by sega in 2010. the game was released worldwide for the wii in november 2010. another version featuring different gameplay was also released on the nintendo ds at the same time.,"recomendado aunque peca de usar mucho el 2d ""in my short review of sonic robo blast 2 i mentioned how i didnt really enjoy sonic that much and how that game was the most fun i had with anything sonic related."" theres some weird levels that arent fast at all but most of the levels are pretty good. i like the aesthetic the graphics and the music slaps as always. its super short tho even for my liking. good game tho. even when the boost trilogy is at its worst its just meh ""i think the writing is actually all right. not very good but it could certainly be a lot worse. as for the game itself it somehow feels both too long and too short at the same time. the wisps are a neat idea and theyre fairly fun in execution. and the music for aquarium park is great. the bosses are kind of aggressively mediocre aside from the last one though."" ""sonic colors is a bit of an odd game. at the time this was the video game that sonic fans desperately needed after critics slammed unleashed and black knight and people seemed to be pretty happy with this one when it came out myself included. however i have realized that i dont really come back to this one as often as i do with other sonic games and i always wondered why that is. the level themes are all very unique the soundtrack is great and the gameplay is the boost formula we all know and love so why is it that this game didnt stick with me the way most other sonic games didnt? i guess while the gameplay is cool most of the level design revolves around controlling sonic in a 2d space and ive always been more of a fan of the 3d setpieces sonic runs around instead of the 2d segments in modern sonic levels. that being said this game is still very solid so i dont think you should sleep on it especially if you like sonic. just sits in a very weird personal purgatory of mine."" eu realmente tentei jogar sonic colors mas as fases ficavam tão repetitivas com controles estranhos que não decidi continuar. faz parte.",5100.0,44.0,690.0,342.0,1420,DS,2010.0,Platform,Sega,0.74,0.5,0.01,0.13,1.37
zelda ii the adventure of link,1987-01-14,nintendo nintendo ead,2.6,756.0,756.0,adventure rpg,zelda ii the adventure of link is the second major installment in the legend of zelda series and the direct sequel to the first game. like its predecessor it features dungeons that must be located in the overworld and searched for an item that will prove useful. however the game presents many very important gameplay changes compared to the previous one affecting especially the movements and the combat. moving around the world map involves encounters with enemies that take place on a sidescrolling playfield rather than the topdown perspective for which the series became known.,"another massive adventure that is often looked down due to its difference and excruciating difficulty. it however is a great game with lots of ideas and expands greatly on the original zelda lore. ""i had a lot of fun with this one. sure the game can be a bit punishing on game over and the grind to level up is real but honestly i was enjoying myself playing this more often than i wasnt. i enjoyed the sidescrolling platforming and i also enjoyed the rpg elements thrown in. the secrets also were somewhat obtuse but not as bad as the first game imo. still a guide game theres no way you are gonna comfortably clear this blind. this is definitely the black sheep in the series given the fact that no zelda game like it was ever made since but i think people are a bit overly harsh on it."" ""couldnt get into it long since surpassed by newer games."" beat the second temple and realized the game wasn\t really gonna change much. to be fair it\s an nes game and there\s only so much it can do. but man when the game feels tedious even with the ""cheat code"" version that nintendo put up on nso then you messed up somewhere. i think if they reduced battle encounters by like 50% the entire game would be smoother. minha experiência com esse jogo pode ser resumida em ""didnt finish this. actually gave up in death mountain  getting through any of this is like bashing my head against the wall and not in any fun sort of way. couldnt even make it this far without creating a new save state after every enemy. theres a lot to like here  the way it looks the soundtrack the leveling system  but overall just too hard.""",4500.0,55.0,1100.0,290.0,252,NES,1987.0,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38
